name,ingredients,category
Orange Pineapple Juice Blend,N/A,Orange Pineapple Juice Blend
"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",N/A,Fruit juice smoothie
"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",N/A,Grape juice
"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",N/A,Apple juice
"Guava nectar, with sucralose, canned",N/A,Guava nectar
"Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium",N/A,Cranberry juice blend
"Fruit juice smoothie, NAKED JUICE, strawberry banana",N/A,Fruit juice smoothie
"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",N/A,Pork
"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",N/A,Pork
"Pork, fresh, separable fat, cooked",N/A,Pork
"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted",N/A,Pork
"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",N/A,Pork
"Pork, fresh, loin, whole, separable lean and fat, raw",N/A,Pork
"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",N/A,Pork
"Pork, fresh, loin, whole, separable lean only, raw",N/A,Pork
"Pork, fresh, loin, whole, separable lean only, cooked, braised",N/A,Pork
"Pork, fresh, loin, whole, separable lean only, cooked, roasted",N/A,Pork
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",N/A,Pork
"Pork, fresh, loin, tenderloin, separable lean only, raw",N/A,Pork
"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",N/A,Pork
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",N/A,Pork
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",N/A,Pork
"Pork, fresh, shoulder, whole, separable lean and fat, raw",N/A,Pork
"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",N/A,Pork
"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",N/A,Pork
"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",N/A,Pork
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",N/A,Pork
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",N/A,Pork
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",N/A,Pork
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",N/A,Pork
"Pork, fresh, spareribs, separable lean and fat, raw",N/A,Pork
"Pork, fresh, spareribs, separable lean and fat, cooked, braised",N/A,Pork
"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",N/A,Pork
"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",N/A,Pork
"Pork, fresh, variety meats and by-products, stomach, raw",N/A,Pork
"Pork, cured, bacon, unprepared",N/A,Pork
"Pork, cured, feet, pickled",N/A,Pork
"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",N/A,Pork
"Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated",N/A,Pork
"Pork, cured, ham, center slice, country-style, separable lean only, raw",N/A,Pork
"Pork, cured, ham, whole, separable lean only, unheated",N/A,Pork
"Pork, cured, ham, whole, separable lean only, roasted",N/A,Pork
"Pork, cured, salt pork, raw",N/A,Pork
"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",N/A,Pork
"Pork, cured, shoulder, arm picnic, separable lean only, roasted",N/A,Pork
"Pork, fresh, variety meats and by-products, feet, cooked, simmered",N/A,Pork
"Pork, cured, ham, boneless, extra lean and regular, unheated",N/A,Pork
"Pork, cured, ham, boneless, extra lean and regular, roasted",N/A,Pork
"Pork, cured, ham, extra lean and regular, canned, unheated",N/A,Pork
"Pork, cured, ham, extra lean and regular, canned, roasted",N/A,Pork
"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked",N/A,Pork
"Pork, fresh, loin, tenderloin, separable lean and fat, raw",N/A,Pork
"Pork, fresh, ground, cooked",N/A,Pork
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",N/A,Pork
"Pork, cured, bacon, pre-sliced, cooked, pan-fried",N/A,Pork
"Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted",N/A,Pork
"Pork, cured, ham and water product, whole, boneless, separable lean only, unheated",N/A,Pork
"Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted",N/A,Pork
"Pork, cured, ham -- water added, whole, boneless, separable lean only, unheated",N/A,Pork
"Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted",N/A,Pork
"Pork, cured, ham with natural juices, whole, boneless, separable lean only, unheated",N/A,Pork
"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated",N/A,Pork
"Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated",N/A,Pork
"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, unheated",N/A,Pork
"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted",N/A,Pork
"Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted",N/A,Pork
"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted",N/A,Pork
"Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted",N/A,Pork
"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",N/A,Pork
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution, raw",N/A,Pork
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw",N/A,Pork
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, raw",N/A,Pork
"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw",N/A,Pork
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat,with added solution, raw",N/A,Pork
"Canadian bacon, cooked, pan-fried",N/A,Canadian bacon
"Alfalfa seeds, sprouted, raw",N/A,Alfalfa seeds
"Artichokes, (globe or french), cooked, boiled, drained, without salt",N/A,Artichokes
"Asparagus, raw",N/A,Asparagus
"Asparagus, canned, drained solids",N/A,Asparagus
"Asparagus, frozen, cooked, boiled, drained, without salt",N/A,Asparagus
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",N/A,Balsam-pear (bitter gourd)
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",N/A,Balsam-pear (bitter gourd)
"Bamboo shoots, canned, drained solids",N/A,Bamboo shoots
"Lima beans, immature seeds, cooked, boiled, drained, without salt",N/A,Lima beans
"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt",N/A,Lima beans
"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt",N/A,Lima beans
"Mung beans, mature seeds, sprouted, raw",N/A,Mung beans
"Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt",N/A,Mung beans
"Beans, snap, green, raw",N/A,Beans
"Beans, snap, green, canned, regular pack, drained solids",N/A,Beans
"Beans, snap, green, frozen, cooked, boiled, drained without salt",N/A,Beans
"Beets, raw",N/A,Beets
"Beets, canned, drained solids",N/A,Beets
"Beet greens, raw",N/A,Beet greens
"Broccoli, raw",N/A,Broccoli
"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",N/A,Broccoli
"Broccoli raab, raw",N/A,Broccoli raab
"Brussels sprouts, raw",N/A,Brussels sprouts
"Brussels sprouts, frozen, cooked, boiled, drained, without salt",N/A,Brussels sprouts
"Burdock root, raw",N/A,Burdock root
"Cabbage, raw",N/A,Cabbage
"Cabbage, red, raw",N/A,Cabbage
"Cabbage, savoy, raw",N/A,Cabbage
"Cabbage, chinese (pak-choi), raw",N/A,Cabbage
"Cabbage, kimchi",N/A,Cabbage
"Carrots, raw",N/A,Carrots
"Carrots, cooked, boiled, drained, without salt",N/A,Carrots
"Carrots, canned, regular pack, drained solids",N/A,Carrots
"Carrots, frozen, cooked, boiled, drained, without salt",N/A,Carrots
"Cassava, raw",N/A,Cassava
"Cauliflower, raw",N/A,Cauliflower
"Cauliflower, frozen, cooked, boiled, drained, without salt",N/A,Cauliflower
"Celeriac, raw",N/A,Celeriac
"Celery, raw",N/A,Celery
"Chard, swiss, raw",N/A,Chard
"Chayote, fruit, raw",N/A,Chayote
"Chives, raw",N/A,Chives
"Collards, raw",N/A,Collards
"Collards, frozen, chopped, cooked, boiled, drained, without salt",N/A,Collards
"Coriander (cilantro) leaves, raw",N/A,Coriander (cilantro) leaves
"Corn, sweet, yellow, raw",N/A,Corn
"Corn, sweet, yellow, canned, whole kernel, drained solids",N/A,Corn
"Corn, sweet, yellow, canned, cream style, regular pack",N/A,Corn
"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",N/A,Corn
"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",N/A,Cowpeas (blackeyes)
"Cress, garden, raw",N/A,Cress
"Cucumber, with peel, raw",N/A,Cucumber
"Dandelion greens, raw",N/A,Dandelion greens
"Eggplant, raw",N/A,Eggplant
"Edamame, frozen, prepared",N/A,Edamame
"Escarole, cooked, boiled, drained, no salt added",N/A,Escarole
"Garlic, raw",N/A,Garlic
"Ginger root, raw",N/A,Ginger root
"Kale, raw",N/A,Kale
"Kale, frozen, cooked, boiled, drained, without salt",N/A,Kale
"Kohlrabi, raw",N/A,Kohlrabi
"Lambsquarters, cooked, boiled, drained, without salt",N/A,Lambsquarters
"Leeks, (bulb and lower leaf-portion), raw",N/A,Leeks
"Lettuce, butterhead (includes boston and bibb types), raw",N/A,Lettuce
"Lettuce, cos or romaine, raw",N/A,Lettuce
"Lettuce, iceberg (includes crisphead types), raw",N/A,Lettuce
"Lettuce, green leaf, raw",N/A,Lettuce
"Lotus root, cooked, boiled, drained, without salt",N/A,Lotus root
"Lettuce, red leaf, raw",N/A,Lettuce
"Mushrooms, white, raw",N/A,Mushrooms
"Mushrooms, white, cooked, boiled, drained, without salt",N/A,Mushrooms
"Mushrooms, canned, drained solids",N/A,Mushrooms
"Mushrooms, shiitake, cooked, without salt",N/A,Mushrooms
"Mustard greens, raw",N/A,Mustard greens
"Mustard greens, frozen, cooked, boiled, drained, without salt",N/A,Mustard greens
"Okra, raw",N/A,Okra
"Okra, frozen, cooked, boiled, drained, without salt",N/A,Okra
"Onions, raw",N/A,Onions
"Onions, cooked, boiled, drained, without salt",N/A,Onions
"Onions, frozen, whole, cooked, boiled, drained, without salt",N/A,Onions
"Onions, spring or scallions (includes tops and bulb), raw",N/A,Onions
"Onion rings, breaded, par fried, frozen, prepared, heated in oven",N/A,Onion rings
"Parsley, fresh",N/A,Parsley
"Parsnips, cooked, boiled, drained, without salt",N/A,Parsnips
"Peas, edible-podded, raw",N/A,Peas
"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",N/A,Peas
"Peas, green, raw",N/A,Peas
"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",N/A,Peas
"Peas, green, frozen, cooked, boiled, drained, without salt",N/A,Peas
"Peppers, sweet, green, raw",N/A,Peppers
"Peppers, sweet, green, cooked, boiled, drained, without salt",N/A,Peppers
"Pokeberry shoots, (poke), cooked, boiled, drained, without salt",N/A,Pokeberry shoots
"Potatoes, flesh and skin, raw",N/A,Potatoes
"Potatoes, baked, flesh, without salt",N/A,Potatoes
"Potatoes, baked, skin, without salt",N/A,Potatoes
"Potatoes, boiled, cooked without skin, flesh, without salt",N/A,Potatoes
"Potatoes, mashed, dehydrated, flakes without milk, dry form",N/A,Potatoes
"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",N/A,Potatoes
"Potato puffs, frozen, unprepared",N/A,Potato puffs
"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",N/A,Potatoes
Potato flour,N/A,Potato flour
"Pumpkin flowers, cooked, boiled, drained, without salt",N/A,Pumpkin flowers
"Pumpkin, raw",N/A,Pumpkin
"Pumpkin, canned, without salt",N/A,Pumpkin
"Radishes, raw",N/A,Radishes
"Rutabagas, raw",N/A,Rutabagas
"Salsify, cooked, boiled, drained, without salt",N/A,Salsify
"Sauerkraut, canned, solids and liquids",N/A,Sauerkraut
"Seaweed, kelp, raw",N/A,Seaweed
"Seaweed, laver, raw",N/A,Seaweed
"Spinach, raw",N/A,Spinach
"Spinach, canned, regular pack, drained solids",N/A,Spinach
"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",N/A,Spinach
"Squash, summer, crookneck and straightneck, raw",N/A,Squash
"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",N/A,Squash
"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",N/A,Squash
"Squash, summer, zucchini, includes skin, raw",N/A,Squash
"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",N/A,Squash
"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",N/A,Squash
"Sweet potato leaves, cooked, steamed, without salt",N/A,Sweet potato leaves
"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",N/A,Sweet potato
"Sweet potato, cooked, baked in skin, flesh, without salt",N/A,Sweet potato
"Sweet potato, cooked, boiled, without skin",N/A,Sweet potato
"Sweet potato, canned, vacuum pack",N/A,Sweet potato
"Taro, raw",N/A,Taro
"Taro leaves, raw",N/A,Taro leaves
"Tomatoes, green, raw",N/A,Tomatoes
"Tomatoes, red, ripe, raw, year round average",N/A,Tomatoes
"Tomatoes, red, ripe, canned, packed in tomato juice",N/A,Tomatoes
"Tomato juice, canned, with salt added",N/A,Tomato juice
"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",N/A,Tomato products
"Tomato products, canned, puree, without salt added",N/A,Tomato products
"Tomato products, canned, sauce",N/A,Tomato products
"Turnips, raw",N/A,Turnips
"Turnip greens, cooked, boiled, drained, without salt",N/A,Turnip greens
"Turnip greens, frozen, cooked, boiled, drained, without salt",N/A,Turnip greens
"Vegetable juice cocktail, canned",N/A,Vegetable juice cocktail
"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",N/A,Vegetables
"Waterchestnuts, chinese, canned, solids and liquids",N/A,Waterchestnuts
"Watercress, raw",N/A,Watercress
"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",N/A,Waxgourd
"Yam, cooked, boiled, drained, or baked, without salt",N/A,Yam
"Yambean (jicama), raw",N/A,Yambean (jicama)
"Beets, pickled, canned, solids and liquids",N/A,Beets
"Squash, winter, all varieties, cooked, baked, without salt",N/A,Squash
"Carrot juice, canned",N/A,Carrot juice
"Seaweed, agar, dried",N/A,Seaweed
"Seaweed, spirulina, dried",N/A,Seaweed
"Seaweed, wakame, raw",N/A,Seaweed
"Potatoes, baked, flesh and skin, without salt",N/A,Potatoes
"Beans, snap, green, canned, no salt added, drained solids",N/A,Beans
"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",N/A,Beans
"Beets, canned, no salt added, solids and liquids",N/A,Beets
"Carrots, canned, no salt added, solids and liquids",N/A,Carrots
"Corn, sweet, yellow, canned, no salt added, solids and liquids (Includes foods for USDA's Food Distribution Program)",N/A,Corn
"Peas, green, canned, no salt added, solids and liquids",N/A,Peas
"Peppers, hot chili, red, raw",N/A,Peppers
"Peppers, sweet, red, raw",N/A,Peppers
"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",N/A,Tomatoes
"Tomato products, canned, puree, with salt added",N/A,Tomato products
Catsup,N/A,Catsup
"Pickles, cucumber, dill or kosher dill",N/A,Pickles
"Pickles, cucumber, sweet (includes bread and butter pickles)",N/A,Pickles
"Pimento, canned",N/A,Pimento
"Pickle relish, sweet",N/A,Pickle relish
"Catsup, low sodium",N/A,Catsup
"Radicchio, raw",N/A,Radicchio
"Tomatillos, raw",N/A,Tomatillos
"Tomatoes, sun-dried",N/A,Tomatoes
"Fennel, bulb, raw",N/A,Fennel
"Arugula, raw",N/A,Arugula
"Nopales, raw",N/A,Nopales
"Cauliflower, green, raw",N/A,Cauliflower
"Grape leaves, raw",N/A,Grape leaves
"Pepper, banana, raw",N/A,Pepper
"Peppers, serrano, raw",N/A,Peppers
"Peppers, jalapeno, raw",N/A,Peppers
"Broccoli, chinese, raw",N/A,Broccoli
"Seeds, pumpkin and squash seed kernels, roasted, without salt",N/A,Seeds
"Seeds, sunflower seed kernels, dry roasted, without salt",N/A,Seeds
"Nuts, almonds",N/A,Nuts
"Nuts, almonds, dry roasted, without salt added",N/A,Nuts
"Nuts, almond paste",N/A,Nuts
"Nuts, brazilnuts, dried, unblanched",N/A,Nuts
"Nuts, cashew nuts, dry roasted, without salt added",N/A,Nuts
"Nuts, coconut meat, raw",N/A,Nuts
"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",N/A,Nuts
"Nuts, coconut cream, canned, sweetened",N/A,Nuts
"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",N/A,Nuts
"Nuts, hazelnuts or filberts",N/A,Nuts
"Nuts, pecans",N/A,Nuts
"Nuts, pine nuts, dried",N/A,Nuts
"Nuts, pistachio nuts, dry roasted, without salt added",N/A,Nuts
"Nuts, walnuts, black, dried",N/A,Nuts
"Nuts, walnuts, english",N/A,Nuts
"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",N/A,Seeds
"Nuts, chestnuts, european, roasted",N/A,Nuts
"Seeds, sesame seed kernels, dried (decorticated)",N/A,Seeds
"Seeds, flaxseed",N/A,Seeds
"Nuts, cashew butter, plain, with salt added",N/A,Nuts
"Nuts, macadamia nuts, dry roasted, with salt added",N/A,Nuts
"Nuts, almond butter, plain, with salt added",N/A,Nuts
"Beef, retail cuts, separable fat, cooked",N/A,Beef
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",N/A,Beef
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",N/A,Beef
"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised",N/A,Beef
"Beef, rib, shortribs, separable lean only, choice, cooked, braised",N/A,Beef
"Beef, ground, patties, frozen, cooked, broiled",N/A,Beef
"Beef, variety meats and by-products, brain, cooked, simmered",N/A,Beef
"Beef, variety meats and by-products, heart, cooked, simmered",N/A,Beef
"Beef, variety meats and by-products, kidneys, cooked, simmered",N/A,Beef
"Beef, variety meats and by-products, liver, cooked, braised",N/A,Beef
"Beef, variety meats and by-products, liver, cooked, pan-fried",N/A,Beef
"Beef, variety meats and by-products, tongue, cooked, simmered",N/A,Beef
"Beef, variety meats and by-products, tripe, raw",N/A,Beef
"Beef, cured, breakfast strips, cooked",N/A,Beef
"Beef, cured, corned beef, brisket, cooked",N/A,Beef
"Beef, cured, corned beef, canned",N/A,Beef
"Beef, cured, dried",N/A,Beef
"Beef, cured, pastrami",N/A,Beef
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",N/A,Beef
"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",N/A,Beef
"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",N/A,Beef
"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",N/A,Beef
"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",N/A,Beef
"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",N/A,Beef
"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",N/A,Beef
"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",N/A,Beef
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",N/A,Beef
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",N/A,Beef
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",N/A,Beef
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",N/A,Beef
"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",N/A,Beef
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",N/A,Beef
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",N/A,Beef
"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",N/A,Beef
"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",N/A,Beef
"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",N/A,Beef
"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",N/A,Beef
"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",N/A,Beef
"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",N/A,Beef
"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",N/A,Beef
"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",N/A,Beef
"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",N/A,Beef
"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",N/A,Beef
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",N/A,Beef
"Alcoholic beverage, beer, regular, all",N/A,Alcoholic beverage
"Alcoholic beverage, beer, light",N/A,Alcoholic beverage
"Alcoholic beverage, beer, light, low carb",N/A,Alcoholic beverage
"Beverages,  Energy drink, Citrus",N/A,Beverages
"Beverages, MONSTER energy drink, low carb",N/A,Beverages
"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",N/A,Beverages
"Beverages, Whiskey sour mix, bottled",N/A,Beverages
"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",N/A,Beverages
"Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",N/A,Beverages
"Beverages, ABBOTT, EAS whey protein powder",N/A,Beverages
"Alcoholic beverage, creme de menthe, 72 proof",N/A,Alcoholic beverage
"Beverages, ABBOTT, EAS soy protein powder",N/A,Beverages
"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",N/A,Beverages
"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",N/A,Alcoholic beverage
"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",N/A,Beverages
"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",N/A,Beverages
"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",N/A,Beverages
"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",N/A,Beverages
"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",N/A,Beverages
"Alcoholic beverage, distilled, rum, 80 proof",N/A,Alcoholic beverage
"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",N/A,Beverages
"Beverages, Acai berry drink, fortified",N/A,Beverages
"Alcoholic beverage, wine, dessert, sweet",N/A,Alcoholic beverage
"Beverages, Whey protein powder isolate",N/A,Beverages
"Beverages, KELLOGG'S, SPECIAL K Protein Shake",N/A,Beverages
"Beverages, Energy Drink with carbonated water and high fructose corn syrup",N/A,Beverages
"Beverages, Energy Drink, sugar free",N/A,Beverages
"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",N/A,Beverages
"Beverages, chocolate powder, no sugar added",N/A,Beverages
"Beverages, Orange juice, light, No pulp",N/A,Beverages
"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",N/A,Beverages
"Beverages, Protein powder whey based",N/A,Beverages
"Beverages, Protein powder soy based",N/A,Beverages
"Beverages, KELLOGG'S SPECIAL K20 protein powder",N/A,Beverages
"Beverages, yellow green colored citrus soft drink with caffeine",N/A,Beverages
"Alcoholic beverage, wine, table, all",N/A,Alcoholic beverage
"Beverages, Coconut water, ready-to-drink, unsweetened",N/A,Beverages
"Beverages, almond milk, unsweetened, shelf stable",N/A,Beverages
"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",N/A,Beverages
"Alcoholic beverage, wine, table, red",N/A,Alcoholic beverage
"Alcoholic beverage, wine, table, white",N/A,Alcoholic beverage
"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",N/A,Beverages
"Beverages, carbonated, club soda",N/A,Beverages
"Carbonated beverage, cream soda",N/A,Carbonated beverage
"Beverages, carbonated, ginger ale",N/A,Beverages
"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",N/A,Beverages
"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",N/A,Beverages
"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",N/A,Beverages
"Beverages, carbonated, cola, without caffeine",N/A,Beverages
"Beverages, carbonated, cola, regular",N/A,Beverages
"Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners",N/A,Beverages
"Beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine",N/A,Beverages
"Beverages, Energy drink, RED BULL",N/A,Beverages
"Beverages, carbonated, tonic water",N/A,Beverages
"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",N/A,Beverages
"Beverages, carbonated, root beer",N/A,Beverages
"Beverages, Apple juice drink, light, fortified with vitamin C",N/A,Beverages
"Beverages, chocolate drink, milk and soy based, ready to drink, fortified",N/A,Beverages
"Beverages, POWERADE, Zero, Mixed Berry",N/A,Beverages
"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",N/A,Beverages
"Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C",N/A,Beverages
"Beverages, coffee, ready to drink, milk based, sweetened",N/A,Beverages
"Beverages, tea, Oolong, brewed",N/A,Beverages
"Beverages, The COCA-COLA company, Minute Maid, Lemonade",N/A,Beverages
"Beverages, tea, green, ready-to-drink, diet",N/A,Beverages
"Beverages, Cocoa mix, powder",N/A,Beverages
"Beverages, Cocoa mix, no sugar added, powder",N/A,Beverages
"Beverages, tea, black, ready-to-drink, lemon, sweetened",N/A,Beverages
"Beverages, coffee, brewed, prepared with tap water, decaffeinated",N/A,Beverages
"Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",N/A,Beverages
"Beverages, coffee, instant, regular, half the caffeine",N/A,Beverages
"Beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener",N/A,Beverages
"Beverages, tea, green, ready-to-drink, sweetened",N/A,Beverages
"Beverages, tea, ready-to-drink, lemon, diet",N/A,Beverages
"Beverages, coffee, brewed, prepared with tap water",N/A,Beverages
"Beverages, coffee, brewed, espresso, restaurant-prepared",N/A,Beverages
"Beverages, tea, black, ready-to-drink, lemon, diet",N/A,Beverages
"Beverages, coffee, instant, regular, powder",N/A,Beverages
"Beverages, aloe vera juice drink, fortified with Vitamin C",N/A,Beverages
"Beverages, coffee, instant, decaffeinated, powder",N/A,Beverages
"Beverages, coffee, instant, mocha, sweetened",N/A,Beverages
"Beverages, coffee substitute, cereal grain beverage, powder",N/A,Beverages
"Beverages, coffee substitute, cereal grain beverage, prepared with water",N/A,Beverages
"Alcoholic beverage, malt beer, hard lemonade",N/A,Alcoholic beverage
