name,ingredients,category,harmful
"Asparagus, raw",Unknown,Other,0
"Asparagus, canned, drained solids",Unknown,Other,0
"Asparagus, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",Unknown,Other,0
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",Unknown,Other,0
"Bamboo shoots, canned, drained solids",Unknown,Other,0
"Lima beans, immature seeds, cooked, boiled, drained, without salt",Unknown,Other,0
"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt",Unknown,Other,0
"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt",Unknown,Other,0
"Mung beans, mature seeds, sprouted, raw",Unknown,Other,0
"Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt",Unknown,Other,0
"Beans, snap, green, raw",Unknown,Other,0
"Beans, snap, green, canned, regular pack, drained solids",Unknown,Other,0
"Beans, snap, green, frozen, cooked, boiled, drained without salt",Unknown,Other,0
"Beets, raw",Unknown,Other,0
"Beets, canned, drained solids",Unknown,Other,0
"Beet greens, raw",Unknown,Other,0
"Broccoli, raw",Unknown,Other,0
"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",Unknown,Other,0
"Broccoli raab, raw",Unknown,Other,0
"Brussels sprouts, raw",Unknown,Other,0
"Brussels sprouts, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Burdock root, raw",Unknown,Other,0
"Cabbage, raw",Unknown,Other,0
"Cabbage, red, raw",Unknown,Other,0
"Cabbage, savoy, raw",Unknown,Other,0
"Cabbage, chinese (pak-choi), raw",Unknown,Other,0
"Cabbage, kimchi",Unknown,Other,0
"Carrots, raw",Unknown,Other,0
"Carrots, cooked, boiled, drained, without salt",Unknown,Other,0
"Carrots, canned, regular pack, drained solids",Unknown,Other,0
"Carrots, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Cassava, raw",Unknown,Other,0
"Cauliflower, raw",Unknown,Other,0
"Cauliflower, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Celeriac, raw",Unknown,Other,0
"Celery, raw",Unknown,Other,0
"Chard, swiss, raw",Unknown,Other,0
"Chayote, fruit, raw",Unknown,Other,0
"Chives, raw",Unknown,Other,0
"Collards, raw",Unknown,Other,0
"Collards, frozen, chopped, cooked, boiled, drained, without salt",Unknown,Other,0
"Coriander (cilantro) leaves, raw",Unknown,Other,0
"Corn, sweet, yellow, raw",Unknown,Other,0
"Corn, sweet, yellow, canned, whole kernel, drained solids",Unknown,Other,0
"Corn, sweet, yellow, canned, cream style, regular pack",Unknown,Other,0
"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",Unknown,Other,0
"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Cress, garden, raw",Unknown,Other,0
"Cucumber, with peel, raw",Unknown,Other,0
"Dandelion greens, raw",Unknown,Other,0
"Eggplant, raw",Unknown,Other,0
"Edamame, frozen, prepared",Unknown,Other,0
"Escarole, cooked, boiled, drained, no salt added",Unknown,Other,0
"Garlic, raw",Unknown,Other,0
"Ginger root, raw",Unknown,Other,0
"Kale, raw",Unknown,Other,0
"Kale, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Kohlrabi, raw",Unknown,Other,0
"Lambsquarters, cooked, boiled, drained, without salt",Unknown,Other,0
"Leeks, (bulb and lower leaf-portion), raw",Unknown,Other,0
"Lettuce, butterhead (includes boston and bibb types), raw",Unknown,Other,0
"Lettuce, cos or romaine, raw",Unknown,Other,0
"Lettuce, iceberg (includes crisphead types), raw",Unknown,Other,0
"Lettuce, green leaf, raw",Unknown,Other,0
"Lotus root, cooked, boiled, drained, without salt",Unknown,Other,0
"Lettuce, red leaf, raw",Unknown,Other,0
"Mushrooms, white, raw",Unknown,Other,0
"Mushrooms, white, cooked, boiled, drained, without salt",Unknown,Other,0
"Mushrooms, canned, drained solids",Unknown,Other,0
"Mushrooms, shiitake, cooked, without salt",Unknown,Other,0
"Mustard greens, raw",Unknown,Other,0
"Mustard greens, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Okra, raw",Unknown,Other,0
"Okra, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Onions, raw",Unknown,Other,0
"Onions, cooked, boiled, drained, without salt",Unknown,Other,0
"Onions, frozen, whole, cooked, boiled, drained, without salt",Unknown,Other,0
"Onions, spring or scallions (includes tops and bulb), raw",Unknown,Other,0
"Onion rings, breaded, par fried, frozen, prepared, heated in oven",Unknown,Other,0
"Parsley, fresh",Unknown,Other,0
"Parsnips, cooked, boiled, drained, without salt",Unknown,Other,0
"Peas, edible-podded, raw",Unknown,Other,0
"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Peas, green, raw",Unknown,Other,0
"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",Unknown,Other,0
"Peas, green, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Peppers, sweet, green, raw",Unknown,Other,0
"Peppers, sweet, green, cooked, boiled, drained, without salt",Unknown,Other,0
"Pokeberry shoots, (poke), cooked, boiled, drained, without salt",Unknown,Other,0
"Potatoes, flesh and skin, raw",Unknown,Other,0
"Potatoes, baked, flesh, without salt",Unknown,Other,0
"Potatoes, baked, skin, without salt",Unknown,Other,0
"Potatoes, boiled, cooked without skin, flesh, without salt",Unknown,Other,0
"Potatoes, mashed, dehydrated, flakes without milk, dry form",Unknown,Other,0
"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",Unknown,Other,0
"Potato puffs, frozen, unprepared",Unknown,Other,0
"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",Unknown,Other,0
Potato flour,Unknown,Other,0
"Pumpkin flowers, cooked, boiled, drained, without salt",Unknown,Other,0
"Pumpkin, raw",Unknown,Other,0
"Pumpkin, canned, without salt",Unknown,Other,0
"Radishes, raw",Unknown,Other,0
"Rutabagas, raw",Unknown,Other,0
"Salsify, cooked, boiled, drained, without salt",Unknown,Other,0
"Sauerkraut, canned, solids and liquids",Unknown,Other,0
"Seaweed, kelp, raw",Unknown,Other,0
"Seaweed, laver, raw",Unknown,Other,0
"Spinach, raw",Unknown,Other,0
"Spinach, canned, regular pack, drained solids",Unknown,Other,0
"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",Unknown,Other,0
"Squash, summer, crookneck and straightneck, raw",Unknown,Other,0
"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",Unknown,Other,0
"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Squash, summer, zucchini, includes skin, raw",Unknown,Other,0
"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",Unknown,Other,0
"Sweet potato leaves, cooked, steamed, without salt",Unknown,Other,0
"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",Unknown,Other,0
"Sweet potato, cooked, baked in skin, flesh, without salt",Unknown,Other,0
"Sweet potato, cooked, boiled, without skin",Unknown,Other,0
"Sweet potato, canned, vacuum pack",Unknown,Other,0
"Taro, raw",Unknown,Other,0
"Taro leaves, raw",Unknown,Other,0
"Tomatoes, green, raw",Unknown,Other,0
"Tomatoes, red, ripe, raw, year round average",Unknown,Other,0
"Tomatoes, red, ripe, canned, packed in tomato juice",Unknown,Other,0
"Tomato juice, canned, with salt added",Unknown,Other,0
"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",Unknown,Other,0
"Tomato products, canned, puree, without salt added",Unknown,Other,0
"Tomato products, canned, sauce",Unknown,Other,0
"Turnips, raw",Unknown,Other,0
"Turnip greens, cooked, boiled, drained, without salt",Unknown,Other,0
"Turnip greens, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Vegetable juice cocktail, canned",Unknown,Other,0
"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Waterchestnuts, chinese, canned, solids and liquids",Unknown,Other,0
"Watercress, raw",Unknown,Other,0
"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",Unknown,Other,0
"Yam, cooked, boiled, drained, or baked, without salt",Unknown,Other,0
"Yambean (jicama), raw",Unknown,Other,0
"Beets, pickled, canned, solids and liquids",Unknown,Other,0
"Squash, winter, all varieties, cooked, baked, without salt",Unknown,Other,0
"Carrot juice, canned",Unknown,Other,0
"Seaweed, agar, dried",Unknown,Other,0
"Seaweed, spirulina, dried",Unknown,Other,0
"Seaweed, wakame, raw",Unknown,Other,0
"Potatoes, baked, flesh and skin, without salt",Unknown,Other,0
"Beans, snap, green, canned, no salt added, drained solids",Unknown,Other,0
"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",Unknown,Other,0
"Beets, canned, no salt added, solids and liquids",Unknown,Other,0
"Carrots, canned, no salt added, solids and liquids",Unknown,Other,0
"Corn, sweet, yellow, canned, no salt added, solids and liquids (Includes foods for USDA's Food Distribution Program)",Unknown,Other,0
"Peas, green, canned, no salt added, solids and liquids",Unknown,Other,0
"Peppers, hot chili, red, raw",Unknown,Other,0
"Peppers, sweet, red, raw",Unknown,Other,0
"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",Unknown,Other,0
"Tomato products, canned, puree, with salt added",Unknown,Other,0
Catsup,Unknown,Other,0
"Pickles, cucumber, dill or kosher dill",Unknown,Other,0
"Pickles, cucumber, sweet (includes bread and butter pickles)",Unknown,Other,0
"Pimento, canned",Unknown,Other,0
"Pickle relish, sweet",Unknown,Other,0
"Catsup, low sodium",Unknown,Other,0
"Radicchio, raw",Unknown,Other,0
"Tomatillos, raw",Unknown,Other,0
"Tomatoes, sun-dried",Unknown,Other,0
"Fennel, bulb, raw",Unknown,Other,0
"Arugula, raw",Unknown,Other,0
"Nopales, raw",Unknown,Other,0
"Cauliflower, green, raw",Unknown,Other,0
"Grape leaves, raw",Unknown,Other,0
"Pepper, banana, raw",Unknown,Other,0
"Peppers, serrano, raw",Unknown,Other,0
"Peppers, jalapeno, raw",Unknown,Other,0
"Broccoli, chinese, raw",Unknown,Other,0
"Seeds, pumpkin and squash seed kernels, roasted, without salt",Unknown,Other,0
"Seeds, sunflower seed kernels, dry roasted, without salt",Unknown,Other,0
"Nuts, almonds",Unknown,Other,0
"Nuts, almonds, dry roasted, without salt added",Unknown,Other,0
"Nuts, almond paste",Unknown,Other,0
"Nuts, brazilnuts, dried, unblanched",Unknown,Other,0
"Nuts, cashew nuts, dry roasted, without salt added",Unknown,Other,0
"Nuts, coconut meat, raw",Unknown,Other,0
"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",Unknown,Other,0
"Nuts, coconut cream, canned, sweetened",Unknown,Other,0
"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",Unknown,Other,0
"Nuts, hazelnuts or filberts",Unknown,Other,0
"Nuts, pecans",Unknown,Other,0
"Nuts, pine nuts, dried",Unknown,Other,0
"Nuts, pistachio nuts, dry roasted, without salt added",Unknown,Other,0
"Nuts, walnuts, black, dried",Unknown,Other,0
"Nuts, walnuts, english",Unknown,Other,0
"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",Unknown,Other,0
"Nuts, chestnuts, european, roasted",Unknown,Other,0
"Seeds, sesame seed kernels, dried (decorticated)",Unknown,Other,0
"Seeds, flaxseed",Unknown,Other,0
"Nuts, cashew butter, plain, with salt added",Unknown,Other,0
"Nuts, macadamia nuts, dry roasted, with salt added",Unknown,Other,0
"Nuts, almond butter, plain, with salt added",Unknown,Other,0
"Beef, retail cuts, separable fat, cooked",Unknown,Other,0
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",Unknown,Other,0
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",Unknown,Other,0
"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised",Unknown,Other,0
"Beef, rib, shortribs, separable lean only, choice, cooked, braised",Unknown,Other,0
"Beef, ground, patties, frozen, cooked, broiled",Unknown,Other,0
"Beef, variety meats and by-products, brain, cooked, simmered",Unknown,Other,0
"Beef, variety meats and by-products, heart, cooked, simmered",Unknown,Other,0
"Beef, variety meats and by-products, kidneys, cooked, simmered",Unknown,Other,0
"Beef, variety meats and by-products, liver, cooked, braised",Unknown,Other,0
"Beef, variety meats and by-products, liver, cooked, pan-fried",Unknown,Other,0
"Beef, variety meats and by-products, tongue, cooked, simmered",Unknown,Other,0
"Beef, variety meats and by-products, tripe, raw",Unknown,Other,0
"Beef, cured, breakfast strips, cooked",Unknown,Other,0
"Beef, cured, corned beef, brisket, cooked",Unknown,Other,0
"Beef, cured, corned beef, canned",Unknown,Other,0
"Beef, cured, dried",Unknown,Other,0
"Beef, cured, pastrami",Unknown,Other,0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",Unknown,Other,0
"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Unknown,Other,0
"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",Unknown,Other,0
"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",Unknown,Other,0
"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",Unknown,Other,0
"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",Unknown,Other,0
"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",Unknown,Other,0
"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Unknown,Other,0
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",Unknown,Other,0
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",Unknown,Other,0
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",Unknown,Other,0
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",Unknown,Other,0
"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",Unknown,Other,0
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",Unknown,Other,0
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",Unknown,Other,0
"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Unknown,Other,0
"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",Unknown,Other,0
"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",Unknown,Other,0
"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",Unknown,Other,0
"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",Unknown,Other,0
"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",Unknown,Other,0
"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",Unknown,Other,0
"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",Unknown,Other,0
"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",Unknown,Other,0
"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",Unknown,Other,0
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Unknown,Other,0
"Alcoholic beverage, beer, regular, all",Unknown,Other,0
"Alcoholic beverage, beer, light",Unknown,Other,0
"Alcoholic beverage, beer, light, low carb",Unknown,Other,0
"Beverages,  Energy drink, Citrus",Unknown,Other,0
"Beverages, MONSTER energy drink, low carb",Unknown,Other,0
"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",Unknown,Other,0
"Beverages, Whiskey sour mix, bottled",Unknown,Other,0
"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",Unknown,Other,0
"Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",Unknown,Other,0
"Beverages, ABBOTT, EAS whey protein powder",Unknown,Other,0
"Alcoholic beverage, creme de menthe, 72 proof",Unknown,Other,0
"Beverages, ABBOTT, EAS soy protein powder",Unknown,Other,0
"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",Unknown,Other,0
"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",Unknown,Other,0
"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",Unknown,Other,0
"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",Unknown,Other,0
"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",Unknown,Other,0
"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",Unknown,Other,0
"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",Unknown,Other,0
"Alcoholic beverage, distilled, rum, 80 proof",Unknown,Other,0
"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",Unknown,Other,0
"Beverages, Acai berry drink, fortified",Unknown,Other,0
"Alcoholic beverage, wine, dessert, sweet",Unknown,Other,0
"Beverages, Whey protein powder isolate",Unknown,Other,0
"Beverages, KELLOGG'S, SPECIAL K Protein Shake",Unknown,Other,0
"Beverages, Energy Drink with carbonated water and high fructose corn syrup",Unknown,Other,0
"Beverages, Energy Drink, sugar free",Unknown,Other,0
"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",Unknown,Other,0
"Beverages, chocolate powder, no sugar added",Unknown,Other,0
"Beverages, Orange juice, light, No pulp",Unknown,Other,0
"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",Unknown,Other,0
"Beverages, Protein powder whey based",Unknown,Other,0
"Beverages, Protein powder soy based",Unknown,Other,0
"Beverages, KELLOGG'S SPECIAL K20 protein powder",Unknown,Other,0
"Beverages, yellow green colored citrus soft drink with caffeine",Unknown,Other,0
"Alcoholic beverage, wine, table, all",Unknown,Other,0
"Beverages, Coconut water, ready-to-drink, unsweetened",Unknown,Other,0
"Beverages, almond milk, unsweetened, shelf stable",Unknown,Other,0
"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",Unknown,Other,0
"Alcoholic beverage, wine, table, red",Unknown,Other,0
"Alcoholic beverage, wine, table, white",Unknown,Other,0
"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",Unknown,Other,0
"Beverages, carbonated, club soda",Unknown,Other,0
"Carbonated beverage, cream soda",Unknown,Other,0
"Beverages, carbonated, ginger ale",Unknown,Other,0
"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",Unknown,Other,0
"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",Unknown,Other,0
"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",Unknown,Other,0
"Beverages, carbonated, cola, without caffeine",Unknown,Other,0
"Beverages, carbonated, cola, regular",Unknown,Other,0
"Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners",Unknown,Other,0
"Beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine",Unknown,Other,0
"Beverages, Energy drink, RED BULL",Unknown,Other,0
"Beverages, carbonated, tonic water",Unknown,Other,0
"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",Unknown,Other,0
"Beverages, carbonated, root beer",Unknown,Other,0
"Beverages, Apple juice drink, light, fortified with vitamin C",Unknown,Other,0
"Beverages, chocolate drink, milk and soy based, ready to drink, fortified",Unknown,Other,0
"Beverages, POWERADE, Zero, Mixed Berry",Unknown,Other,0
"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",Unknown,Other,0
"Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C",Unknown,Other,0
"Beverages, coffee, ready to drink, milk based, sweetened",Unknown,Other,0
"Beverages, tea, Oolong, brewed",Unknown,Other,0
"Beverages, The COCA-COLA company, Minute Maid, Lemonade",Unknown,Other,0
"Beverages, tea, green, ready-to-drink, diet",Unknown,Other,0
"Beverages, Cocoa mix, powder",Unknown,Other,0
"Beverages, Cocoa mix, no sugar added, powder",Unknown,Other,0
"Beverages, tea, black, ready-to-drink, lemon, sweetened",Unknown,Other,0
"Beverages, coffee, brewed, prepared with tap water, decaffeinated",Unknown,Other,0
"Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",Unknown,Other,0
"Beverages, coffee, instant, regular, half the caffeine",Unknown,Other,0
"Beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener",Unknown,Other,0
"Beverages, tea, green, ready-to-drink, sweetened",Unknown,Other,0
"Beverages, tea, ready-to-drink, lemon, diet",Unknown,Other,0
"Beverages, coffee, brewed, prepared with tap water",Unknown,Other,0
"Beverages, coffee, brewed, espresso, restaurant-prepared",Unknown,Other,0
"Beverages, tea, black, ready-to-drink, lemon, diet",Unknown,Other,0
"Beverages, coffee, instant, regular, powder",Unknown,Other,0
"Beverages, aloe vera juice drink, fortified with Vitamin C",Unknown,Other,0
"Beverages, coffee, instant, decaffeinated, powder",Unknown,Other,0
"Beverages, coffee, instant, mocha, sweetened",Unknown,Other,0
"Beverages, coffee substitute, cereal grain beverage, powder",Unknown,Other,0
"Beverages, coffee substitute, cereal grain beverage, prepared with water",Unknown,Other,0
"Alcoholic beverage, malt beer, hard lemonade",Unknown,Other,0
"Cranberry juice cocktail, bottled",Unknown,Other,0
"Beverages, tea, black, ready to drink",Unknown,Other,0
"Alcoholic beverage, beer, light, higher alcohol",Unknown,Other,0
"Beverages, AMBER, hard cider",Unknown,Other,0
"Alcoholic beverages, beer, higher alcohol",Unknown,Other,0
"Alcoholic beverages, wine, rose",Unknown,Other,0
"Beverages, tea, green, brewed, decaffeinated",Unknown,Other,0
"Beverages, tea, green, ready to drink, unsweetened",Unknown,Other,0
"Beverages, citrus fruit juice drink, frozen concentrate",Unknown,Other,0
"Beverages, Fruit punch drink, with added nutrients, canned",Unknown,Other,0
"Beverages, coffee, instant, vanilla, sweetened, decaffeinated, with non dairy creamer",Unknown,Other,0
"Beverages, Tropical Punch, ready-to-drink",Unknown,Other,0
"Beverages, tea, green, brewed, regular",Unknown,Other,0
"Beverages, tea, black, ready to drink, decaffeinated, diet",Unknown,Other,0
"Beverages, tea, black, ready to drink, decaffeinated",Unknown,Other,0
"Lemonade, frozen concentrate, white",Unknown,Other,0
"Beverages, lemonade-flavor drink, powder",Unknown,Other,0
"Malt beverage, includes non-alcoholic beer",Unknown,Other,0
"Beverages, Malted drink mix, natural, powder, dairy based.",Unknown,Other,0
"Beverages, OVALTINE, chocolate malt powder",Unknown,Other,0
"Shake, fast food, vanilla",Unknown,Other,0
"Strawberry-flavor beverage mix, powder",Unknown,Other,0
"Beverages, tea, black, brewed, prepared with tap water, decaffeinated",Unknown,Other,0
"Beverages, tea, instant, decaffeinated, unsweetened",Unknown,Other,0
"Beverages, tea, black, brewed, prepared with tap water",Unknown,Other,0
"Beverages, tea, instant, decaffeinated, lemon, diet",Unknown,Other,0
"Beverages, tea, instant, unsweetened, powder",Unknown,Other,0
"Beverages, tea, instant, lemon, unsweetened",Unknown,Other,0
"Beverages, tea, instant, lemon, sweetened, powder",Unknown,Other,0
"Beverages, tea, instant, lemon, diet",Unknown,Other,0
"Beverages, tea, herb, other than chamomile, brewed",Unknown,Other,0
"Beverages, orange-flavor drink, breakfast type, powder",Unknown,Other,0
"Beverages, water, tap, drinking",Unknown,Other,0
"Alcoholic beverage, liqueur, coffee, 53 proof",Unknown,Other,0
"Alcoholic beverage, liqueur, coffee with cream, 34 proof",Unknown,Other,0
"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine",Unknown,Other,0
"Beverages, water, tap, municipal",Unknown,Other,0
"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",Unknown,Other,0
"Beverages, PEPSICO QUAKER, Gatorade, G performance O 2, ready-to-drink.",Unknown,Other,0
"Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink",Unknown,Other,0
"Beverages, Propel Zero, fruit-flavored, non-carbonated",Unknown,Other,0
"Beverages, tea, herb, brewed, chamomile",Unknown,Other,0
"Carbonated beverage, chocolate-flavored soda",Unknown,Other,0
"Beverages, Wine, non-alcoholic",Unknown,Other,0
"Water, bottled, generic",Unknown,Other,0
"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",Unknown,Other,0
"Beverages, Powerade Zero Ion4, calorie-free, assorted flavors",Unknown,Other,0
"Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener",Unknown,Other,0
"Beverages, Water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors",Unknown,Other,0
"Beverages, Energy drink, AMP",Unknown,Other,0
"Beverages, Energy drink, FULL THROTTLE",Unknown,Other,0
"Beverages, Energy Drink, Monster, fortified with vitamins C, B2, B3, B6, B12",Unknown,Other,0
"Beverages, Energy drink, AMP, sugar free",Unknown,Other,0
"Beverages, Energy drink, ROCKSTAR",Unknown,Other,0
"Beverages, Energy drink, ROCKSTAR, sugar free",Unknown,Other,0
"Beverages, Vegetable and fruit juice drink, reduced calorie, with low-calorie sweetener, added vitamin C",Unknown,Other,0
"Beverages, milk beverage, reduced fat, flavored and sweetened, Ready-to-drink,  added calcium, vitamin A and vitamin D",Unknown,Other,0
"Beverages, vegetable and fruit juice blend, 100% juice, with added vitamins A, C, E",Unknown,Other,0
"Beverages, fruit juice drink, reduced sugar, with vitamin E added",Unknown,Other,0
"Water, with corn syrup and/or sugar and low calorie sweetener, fruit flavored",Unknown,Other,0
"Beverages, rice milk, unsweetened",Unknown,Other,0
"Beverages, Energy drink, VAULT, citrus flavor",Unknown,Other,0
"Beverages, Energy drink, VAULT Zero, sugar-free, citrus flavor",Unknown,Other,0
"Beverages, PEPSICO QUAKER, Gatorade G2, low calorie",Unknown,Other,0
"Beverages, Fruit flavored drink, less than 3% juice, not fortified with vitamin C",Unknown,Other,0
"Beverages, Fruit flavored drink containing less than 3% fruit juice, with high vitamin C",Unknown,Other,0
"Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin",Unknown,Other,0
"Beverages, tea, hibiscus, brewed",Unknown,Other,0
"Beverages, fruit juice drink, greater than 3% juice, high vitamin C",Unknown,Other,0
"Beverages, nutritional shake mix, high protein, powder",Unknown,Other,0
"Fish, anchovy, european, canned in oil, drained solids",Unknown,Other,0
"Fish, carp, raw",Unknown,Other,0
"Fish, caviar, black and red, granular",Unknown,Other,0
"Fish, cod, Atlantic, cooked, dry heat",Unknown,Other,0
"Fish, cod, Atlantic, canned, solids and liquid",Unknown,Other,0
"Fish, cod, Atlantic, dried and salted",Unknown,Other,0
"Fish, cod, Pacific, raw (may have been previously frozen)",Unknown,Other,0
"Fish, croaker, Atlantic, raw",Unknown,Other,0
"Fish, eel, mixed species, raw",Unknown,Other,0
"Fish, fish sticks, frozen, prepared",Unknown,Other,0
"Fish, flatfish (flounder and sole species), raw",Unknown,Other,0
"Fish, haddock, raw",Unknown,Other,0
"Fish, haddock, smoked",Unknown,Other,0
"Fish, halibut, Atlantic and Pacific, raw",Unknown,Other,0
