ingredients,safe_ingredients,harmful_ingredients,general_health_assessment,toxicity_score,allergen_risk,regulatory_status
"White chocolate (sugar, cocoa butter, whole milk powder, soy lecithin-an emulsifier, natural vanilla flavor), coffee beans, coffee powder, cocoa powder, tapioca dextrin, natural flavor, confectioners glaze.","['sugar', 'whole milk powder']",[],"Overall this product appears to be safe for consumption as it contains common and widely used ingredients. However, individuals with allergies or intolerances should exercise caution when consuming.",Unknown,Unknown,Unknown
"Pommes 69,9%, bananes 30%, jus Concentré de citrons, vitamines A et C. Valeurs nutrítionnelles.moyennes pour 100 g : Energie :266 kJ/","['Pommes', 'bananes']",[],"The ingredients appear to be safe for consumption. The product contains a high amount of energy, which may not be suitable for individuals with certain dietary restrictions or health conditions.",Unknown,Unknown,Unknown
"Organic whole rolled oats, organic milled cane sugar, organic expeller pressed canola oil, organic dark chocolate chips (organic cocoa liquor, organic cane sugar, organic cocoa butter), organic rice flour, organic coconut, organic cornstarch, organic honey, natural flavor, salt, organic barley malt syrup, mixed tocopherols (natural vitamin e to maintain freshness).","['Organic whole rolled oats', 'organic milled cane sugar', 'canola oil', 'rice flour', 'cornstarch', 'honey']",[],"Overall, the ingredients seem to be safe and healthy. However, it's important for people with gluten sensitivity or celiac disease to avoid barley malt syrup.",Unknown,Unknown,Unknown
"Whole grain oat flour (includes the oat bran), sugar, wheat starch, honey, modified cornstarch, oat fiber, brown sugar, salt, canola oil, oat extract, dicalcium phosphate, tripotassium phosphate, natural almond flavor, vitamin e (mixed tocopherols) added to preserve freshness., vitamins and minerals: calcium carbonate, reduced iron and zinc oxide, sodium ascorbate (vitamin c), niacinamide, vitamin a palmitate, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1), folic acid, vitamin d, vitamin b12.","['Whole grain oat flour', 'Sugar', 'Wheat starch', 'Honey']",[],"The ingredients in this product seem to be generally safe for consumption. However, it's important to note that some people may have allergies or intolerances to certain grains like wheat and oats.",Unknown,Unknown,Unknown
"Glucose Syrup (From Corn), Sugar, Water, Gelatine (From Beef), Humectant (420), Acid Regulators (330, 334, 296), Concentrated Apple Juice, Modified Corn Starch, Artificial Flavours, Gelling Agent (440), Colours (129, 110, 102, 133, 171).","['Glucose Syrup', 'Sugar']",[],"The product contains several safe and commonly used food additives such as glucose syrup, sugar, water, humectant (420), acid regulators (330, 334, 296) which are all generally considered to be harmless in small amounts. Concentrated apple juice is also a safe ingredient that can provide some nutritional benefits such as vitamin C and fiber. Modified corn starch may cause digestive issues for people with celiac disease or gluten sensitivity, but it's not harmful otherwise. Artificial flavors are generally considered to be harmless in small amounts. Gelling agent (440) is also safe when used appropriately as a thickening and stabilizing ingredient.",Unknown,Unknown,Unknown
Eau gazifie sucre acide citrique,['Eau'],[],"The ingredients are generally safe to consume. However, it is important to note that excessive consumption of citric acid can cause stomach upset and diarrhea in some individuals.",Unknown,Unknown,Unknown
"Tomates (58%), oignons (18%), jus de citron (15%), huile d'olive vierge extra (5.2%), menthe, persil, sel.","['Tomates', 'Oignons', 'Huile D’ Olive Vierge Extra']",[],"Overall, these are safe and healthy ingredients. Tomatoes provide vitamin C and antioxidants while onions have anti-inflammatory properties. Citrus juice is rich in Vitamin D and Olive oil contains monounsaturated fats that can help lower cholesterol levels.",Unknown,Unknown,Unknown
"RUGMEL 29%, vand, rugsurdej 15% (vand, FULDKORNSRUGMEL 7,5%, BYGMALTMEL, surdejskultur), RUGKERNER 12%, solsikkekerner 7%, hørfrø 5%, RUGBRØDSRASP (ingredienser som i dette brød), BYGMALTEKSTRAKT, salt tilsat jod, eddike, rapsolie, sirup, tørret rugsurdej (FULDKORNSRUGMEL, surdejskultur), gær, HVEDEMEL, BYGMALTMEL.","['vand', 'rugkerner']",[],"Overall the product seems to be safe for consumption as it contains only two potentially harmful ingredient which are not present in significant amounts. However, people with allergies or intolerances should still exercise caution when consuming this bread.",Unknown,Unknown,Unknown
"73% Zartbitterschokolade (Kakaomasse, Zucker, Kakaobutter, Emulgator: Sojalecithin, natürliches Vanillearoma), 17% Banane (Banane [Sulfit], Reismehl), 10% karamellisierte Mandeln (Mandeln, Zucker, Glukosesirup).","['Zartbitterschokolade', '73%']",[],"Overall the product seems to be safe and healthy as all of its ingredients are commonly used in food products. The only ingredient that could potentially cause harm is sulfit, which can trigger allergic reactions or asthma attacks but it's not a common allergen.",Unknown,Unknown,Unknown
"61,1% huile de colza, eau, vinaigre, sucre, sel, moutarde (eau, graines de MOUTARDE, vinaigre, sel, curcuma), jaunes d'OEUFS en poudre, purée d'ail, 0,4 % ciboulette, granulés de poivre noir, épaississant (E415), extrait de thé vert, antioxydants (E385 E392). PEUT CONTENIR DES TRACES DE GLUTEN (BLE), DE SOJA, DE LAIT ET DE CÉLERI.","['huile de colza', 'eau', 'vinaigre', 'sel']",[],"Overall, the product appears to be safe for consumption. However, individuals with allergies or intolerances should exercise caution when consuming this product as it may contain traces of gluten (barley), soybeans, dairy products and celery.",Unknown,Unknown,Unknown
le lemak total  0g 0% protéin.            0g 0% karbohidrat     8g 2% gula.                 7g natrium          25mg  2% kalsium.                     2%,[],['le lemak total'],"The ingredient 'le lemak' is potentially harmful and should be avoided. The other ingredients are generally safe for consumption, but it is important to note that excessive intake of sugar can lead to health issues such as obesity and diabetes.",Unknown,Unknown,Unknown
"Water, balsamic vinegar** (wine vinegar**, concentrated grape must**), cane sugar**, blueberry juice concentrate**, maple syrup**, tapioca starch**, cultured dextrose**, guar gum**, sea salt, onion powder**.","['Water', 'Balsamic vinegar** (wine vinegar*, concentrated grape must*)']",[],"Overall, the ingredients appear to be safe for consumption. However, it's important to note that balsamic vinegar may contain histamines and tyramides which can cause allergic reactions in some people.",Unknown,Unknown,Unknown
Farine de coco.,[],['Farine'],"Cocoa flour (farine) is generally safe to consume in small amounts as part of a balanced diet. However, it may cause allergic reactions or digestive issues for some people.",Unknown,Unknown,Unknown
"Socker, vegetabiliska fetter (palmolja, palmkärnolja), VETEMJÖL, SKUMMJÖLKSPULVER, kakaosmör, kakaomassa, SMÖRFETT, vasslepulver (MJÖLK), fettreducerat kakaopulver (0,9%), VETESTÄRKELSE, glukossirap, emulgeringsmedel (SOJALECITINER), HASSELNÖTPASTA, bakpulver (E503, E501, E500), salt, aromer, surhetsreglerande medel (E524).","['Socker', 'VETEMJÖL']",[],"Overall, the ingredients seem to be safe for consumption. However, it's important to note that some of them may have potential health risks if consumed in excess or under certain circumstances (e.g., people with allergies). It is recommended to consume these products moderately and check their labels carefully before purchasing.",Unknown,Unknown,Unknown
"Water, sugar, enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), margarine (palm oil, water, soybean oil, sugar, soy lecithin, mono - and diglycerides, potassium sorbate preservative, citric acid preservative, natural and artificial flavor, beta-carotene color, vitamin a palmitate), wheat flour, high fructose corn syrup, vegetable shortening (palm oil, fractionated palm oil, soy lecithin), dextrose, corn syrup, contains less than 2 % of each of the following: rehydrated apples (water, evaporated apples), yeast, milk, food starch-modified, neufchatel cheese (pasteurized milk and cream, cheese culture, salt, carob bean gum), whey, salt, eggs, defatted soy flour, egg yolks, skim milk, raspberry puree, corn starch, mono - and diglycerides, dextrin, palm oil, distilled mono - and diglycerides, egg whites, raspberry juice from concentrate, calcium sulfate, calcium carbonate, natural and artificial flavors, glycerin, degerminated yellow corn flour, maltodextrin, pectin, malic acid, milk protein concentrate, soybean oil, citric acid preservative, potassium sorbate preservative, baking powder (sodium acid pyrophosphate, baking soda, corn starch, monocalcium phosphate), sodium stearoyl lactylate, cheese culture, ammonium sulfate, sherry wine, propylene glycol, enzymes, lemon juice concentrate, carob bean gum, lactic acid, titanium dioxide color, cinnamon, caramel color, turmeric oleoresin color, xanthan gum, soy lecithin, beta-apo-8'-carotenal color, sodium citrate, high oleic canola oil, locust bean gum, agar-agar, sodium phosphate, invest sugar, paprika oleoresin color, red 40, glyceryl monooleate, sulfur dioxide preservative, blue 1, tocopherols preservative, polysorbate 60, ascorbic acid preservative, ethyl alcohol.","['Water', 'sugar', 'enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid)', 'high fructose corn syrup']",[],"Overall the ingredients seem safe to consume. However it's important for individuals with allergies or intolerances of certain components such as wheat, soybean oil and dairy products like milk, cream and cheese to avoid consuming this product.",Unknown,Unknown,Unknown
"Mango, Preservative: _Sulphur Dioxide_. May also contain peanuts, nuts and sesame. DIETARY ADVICE: Suitable for vegetarians. WARNING: Although every effort has been made to remove stones, some small stones or fragments may remain.",['Mango'],[],"The product contains a preservative sulfur dioxide which can be harmful in large amounts, but the amount used here is likely safe. It also mentions that it may contain peanuts and sesame seeds so people with allergies should exercise caution.",Unknown,Unknown,Unknown
"Cashews, chia seeds, raisins, organic agave, cacao, salt.","['cashews', 'chia seeds']",[],"The product appears to be safe for consumption as all the listed ingredients are healthy and nutritious. Cashew nuts provide a good source of protein, fiber, magnesium, copper, zinc, phosphorus, selenium, calcium, potassium, sodium, iron, vitamin K, B6, folate, manganese, oleic acid and antioxidants. Chia seeds are rich in omega-3 fatty acids, fiber, protein, minerals like phosphorus, magnesium, calcium, potassium, sodium, iron, zinc, copper, vitamin B12, folate, selenium and antioxidants. Raisins are a good source of dietary fibre, resistant starch, polyphenols (antioxidants), minerals like potassium, phosphorus, magnesium, calcium, manganese, copper, iron and vitamin B6.",Unknown,Unknown,Unknown
"eau, pulpe d'abricot 46%, sucre, acidifiant : acide citrique, antioxydant : acide ascorbique.","['eau', 'acidifrant: acide malic']",[],"The product appears to be safe for consumption, as all ingredients are commonly used in food production and have known health benefits. However, it is important to note that excessive intake of sugar can lead to weight gain and other negative health effects.",Unknown,Unknown,Unknown
"Premium white chocolate (sugar, cocoa butter, whole milk powder, soy lecithin [emulsifier] and vanilla), almonds, pistachio nuts, dried goji berries, organic brown crisp rice (organic brown rice flour), cardamom.","['Premium white chocolate', 'almonds', 'dried goji berries']",[],"Overall, this product appears to be safe for consumption. However, individuals with allergies or intolerances should exercise caution when consuming the almonds and pistachio nuts.",Unknown,Unknown,Unknown
"Purée et pulpe de pêches 60%, purée de pommes 39,9%, antioxydant: acide ascorbique.","['Purée et pulpe de pêches', 'purée de pommes']",[],The ingredients in this product appear to be safe for consumption. The acide ascorbique (vitamin C) is a common antioxidant that can have health benefits when consumed in moderation.,Unknown,Unknown,Unknown
"Peut contenir des traces d'arachides, fruits à coques, graines de sésame, soja, lait et gluten.",[],"[""Peut contenir des traces d'arachide""]",This product may contain potentially harmful ingredient such as peanuts. It is important to check the label for any allergens before consuming this food.,Unknown,Unknown,Unknown
"Olio di semi di girasole, uova e tuorlo di uova fresche pastorizzate 11%, aceto di vino, sale, zucchero, succo di limone, aromi naturali,","['Olio di semi di girasole', 'uovo e tuorlo di uova fresche pastorizzate 11%']",[],"Overall, this product appears to be safe for consumption. However, it is important to note that consuming large amounts of saturated fats (found in the egg yolks) can increase cholesterol levels and lead to heart disease if consumed excessively.",Unknown,Unknown,Unknown
"Zout, aardappelzetmeel, suiker aroma's, kippenextract 3,8%, kippenvet 3,6%, kruiden en specerijen (uien, selderij, kurkuma, knoflook, koriander, witte peper, laurier), gehydroliseerde plantaardige eiwitten (tarwegluten, zout), antioxidant (rozemarijnextract).","['Zout', 'Aardappelzetmeal']",[],"Overall, the ingredients in this product seem to be safe for consumption. However, it's important to note that kippenextract and gehydroliseerde plantaardige eiwitten (tarwegluten) may cause allergic reactions or intolerance issues in some people.",Unknown,Unknown,Unknown
Pour assaisonnement. Contient : Noix Contains Peut contenir des traces d'autres fruits a coque et de sésame,[],"['Noix', 'Peut']","This product contains potentially harmful ingredients such as nuts and traces of other fruits with shells. It is important to be cautious when consuming this product, especially if you have any allergies or sensitivities.",Unknown,Unknown,Unknown
"_Lait_ pasteurisé, sel, ferments.","['pasteurized milk', 'salt']",[],"The ingredients appear to be safe for consumption, with pasteurized milk being a common and widely consumed dairy product. Salt is also commonly used as a seasoning in food without causing any significant health concerns.",Unknown,Unknown,Unknown
Das Produkt kann Spuren von Laktose enthalten.,[],['Laktose'],This product may not be safe for individuals who are lactose intolerant or have a dairy allergy.,Unknown,Unknown,Unknown
"Pretzels balls (enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], vegetable oil [may contain one or more of the following: corn, canola, cottonseed, soybean], salt, corn syrup, sodium bicarbonate, yeast), confectionery coatings (sugar, partially hydrogenated and hydrogenated palm kernel oil, nonfat milk powder, whole milk solids, reduced mineral whey powder, cocoa [may be processed with alkali], salt, soy lecithin [emulsifier], monoglycerides, artificial colors [titanium dioxide, partially hydrogenated cottonseed and soybean oil, fd&c blue #1 lake, fd&c yellow #5 lake, fd&c yellow #6 lake, fd&c red #40 lake, sorbitan monostearate], vanillin).","['enriched wheat flour', 'vegetable oil']",[],"Overall, the ingredients in these pretzels appear to be safe for consumption. However, individuals with allergies or intolerances should still exercise caution when consuming them.",Unknown,Unknown,Unknown
CAFE MOULU EN DOSETTES SOUPLES,[],['CAFE'],"<p>The ingredient <strong>'CAFE'</strong></br><em>(caffeine)</em>, is potentially harmful and should be avoided by individuals with sensitivity to caffeine or certain medical conditions.</a>",Unknown,Unknown,Unknown
"lentilles vertesk 45 Ingrédients saucisses de Toulousek 25% (maigr grasx de porc, poivre*t sel, bo naturel), eau, carottesA, fond de vola sel, concentré de tomate* , thym k 01vrex Origine des viandes UE Preparées sans additif, les lentillef bruniss t en surface sans alteraùon 100% d ingredients origine agricole ont é obtenus selon les tegies de produ Ion biologique. Peut contenjr des tra . s de gluter fruits à coques, mollusque crustacé, soja, moutarde, oeufs, lait,","['lentilles vertes', 'eau']",[],"Overall, the product appears to be safe for consumption. The lentils are a good source of protein and fiber, while water is essential for hydration. However, it's worth noting that some people may have allergies or intolerances to certain ingredients in this list.",Unknown,Unknown,Unknown
Extra fine green beans.,['Extra Fine Green Beans'],[],The ingredients appear to be safe for consumption.,Unknown,Unknown,Unknown
"Penne pasta (semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid), chicken (chicken breast (skinless boneless chicken breast), water, seasoning (salt, herbs and spices, dehydrated onion, dehydrated garlic)), caesar dressing (soybean oil, water, egg yolk, lemon juice concentrate, salt, white wine and distilled vinegars, spices (including mustard seed), parmesan cheese (part-skim milk, cheese culture, salt, enzymes), garlic, sodium benzoate and potassium sorbate added as preservatives, onions, extra virgin olive oil, xanthan gum, natural flavors, propylene glycol alginate, molasses, corn syrup, caramel color, sugar, tamarind, calcium disodium edta added to protect flavor, anchovies ), parmesan cheese (pasteurized part-skim milk, cheese cultures, salt, enzymes, and powdered cellulose (anti-caking agent)), red bell peppers, green onion, parsley, salt, black pepper.","['penne pasta', 'chicken']",[],"Overall the product appears to be safe for consumption as all of its ingredients are commonly used in food and have been approved by regulatory agencies. However, it is important to note that some people may still experience allergic reactions or intolerances to certain foods such as chicken.",Unknown,Unknown,Unknown
"cuisses de canard , graisse de canard, eau, sel, poivre.","['cuisses de canard', 'graisse de canard']",[],"Overall the product appears to be safe, as all of its main components are commonly used in food production. However it is important for individuals with allergies or intolerances to check if they have any adverse reactions before consuming this particular dish.",Unknown,Unknown,Unknown
"Organic granny smith apples, organic broccoli leaf, organic pear, organic lemon, organic ginger.","['Organic Granny Smith Apples', 'Organic Broccoli Leaf', 'Organic Pear']",[],All the given organic fruits and vegetables are safe to consume as they do not contain any harmful substances.,Unknown,Unknown,Unknown
"_LAIT_ frais fermier 34 %*, farine de _BLÉ_*, sucre*, _ŒUF_S*, eau, sel de Guérande. * Issus de l'Agriculture Biologique.","['LAIT frais fermier 34 %', 'farine de BLÉ ', 'sucre ', 'ŒUFS ', 'eau']",[],No specific health concerns found for these ingredients.,Unknown,Unknown,Unknown
"100% натуральный кофе.  кофе натуральный растворимый порошкообразный, кофе натуральный жареный молотый.","['натурального', 'порошки']",[],"The product appears to be made of natural coffee, which is generally safe for consumption in moderate amounts. However, it's important to note that excessive caffeine intake can lead to adverse health effects such as insomnia and increased heart rate.",Unknown,Unknown,Unknown
"Zucker,Stärke,Aroma,E330,E331,Johannisbrotkernmehl,Joghurt,Karotte,Himbeere,Himbeersaft aus Konzentrat,Apfelbeere","['Stärke', 'Aroma']",[],Overall the product seems to be safe for consumption. However it's important to note that E330 and E331 are preservatives which may have some health concerns if consumed in large amounts.,Unknown,Unknown,Unknown
"0% ch iron omg potassium 30mg 0% the percent daily value (dv) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice. ingredients oatmilk (fatered water, oats), cane sugar, sunflower oil, natural flavors, sunflower lecthin, dipotassium phosphate, pea protein, bakine soda, sea salt, vitamin c (stabilizer) and gellan gum. hp hood llc lynnfield, ma 01940 this product is ultra-pasteurized to maintain the quality of the product longer unopened. for the best quality, enjoy within 14 days of opening keep refrigerated do not freeze best if used by date stamped on top processed and packaged at plant stamped on top chp hood llc all rights reserved non gmo టి ied 100 19075 6. 9096pl2","['fatered water', 'oats']",[],"Overall, this product appears to be safe for consumption. However, it is important to note that excessive intake of sugar and sodium can lead to health issues such as obesity and high blood pressure.",Unknown,Unknown,Unknown
Miel de garrigue.,['Miel de Garrague'],[],The ingredient appears to be safe for consumption.,Unknown,Unknown,Unknown
"Water garbanzo beans*, black beans*, green chili pepper*, onions*, red bell peppers*, brown rice*, carrots*, garbanzo bean flour*, konjac flour celery*, garlic*, tomatoes*, spices*, sea salt, leeks*, vinegar*, chipotle chili pepper*, chili powder* (chili peppers*, spices*, salt. garlic*) mushrooms*.","['Water', 'Garbanzo beans*', 'Black beans*', 'Green chili pepper*', 'Onions*', 'Red bell peppers*', 'Brown rice*', 'Carrots*']",[],"Overall, this product appears to be safe for consumption. The ingredients include a variety of vegetables and grains which are rich in nutrients like fiber, vitamins, minerals etc., while the spices add flavor without any harmful effects.",Unknown,Unknown,Unknown
"царевично брашно 68%, растително масло (палмово), подправка [барбекю овкусител, вкус на опушено, захар, сол, малтодекстрин (от картофи), овкусител: мононатриев глутамат, Антислепващ агент: силициев диоксид, регулатор на киселинността: лимонена киселина, оцветител: екстракт от червен пипер], вода. Може да съдържа следи от: мляко (лактоза), целина, соя и продукти от тях.","['царевично брашno', 'растителното масло']",[],"Overall, the product appears to be safe for consumption. However, individuals with lactose intolerance or allergies should exercise caution when consuming this product as it may contain traces of milk and soy.",Unknown,Unknown,Unknown
