ingredients,safe_ingredients,harmful_ingredients,general_health_assessment,toxicity_score,allergen_risk,regulatory_status
"_Crème_ fraiche (32%), _lait_ écrémé concentré, sucre, farine de _blé_, jaune d'_oeuf_, huiles végétales (noix de coco, tournesol), _beurre_, sirop de glucose, cacao maigre en poudre, pate de cacao, sel, arôme naturel de vanille, poudre à lever : bicarbonate de sodium, émulsifiant : lécithine de soja, _beurre_ concentré","['Crème fraiche (32%)', '_lait ecrémé', 'sucre', 'farine de blé']",[],No specific health concerns found for these ingredients.,Unknown,Unknown,Unknown
"Brown sugar, gluten free oats, premium cassava flour, unmodified potato starch, sea salt, baking soda, cinnamon, organic vanilla flavor, xanthan gum (emulsifier), nutmeg","['Brown sugar', 'Gluten free oats', 'Premium cassava flour', 'Unmodified potato starch']",[],"All ingredients appear to be safe for consumption. However, it's important to note that excessive intake of sugar can lead to health issues such as obesity and diabetes.",Unknown,Unknown,Unknown
"Shrimp, vegetable oil (canola, cottonseed, and/or soybean), enriched bleached wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin folic acid), enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid). modified cornstarch, water, contains 2% or less of: sugar, calcium lactate, yellow corn flour, spice, salt, whey. egg whites, dextrose, leavening (sodium acid pyrophosphate, sodium bicarbonate, monocalcium phosphate), guar gum, yeast, nonfat milk, soy flour, sodium tripolyphosphate (to retain moisture).","['Shrimp', 'vegetable oil (canola, cottonseed and/or soybean)', 'modified cornstarch']",[],"Overall the ingredients seem safe for consumption. However it is important to note that some people may have allergies or intolerances to certain components such as wheat flour, soybeans and milk.",Unknown,Unknown,Unknown
"Farine de millet complet* 75 %, farine de riz naturel* 25 %, thiamine (vitamine B₁)¹ * de l'agriculture biologique ¹selon la loi","['Farine de millet complet', 'farine de riz naturel']",[],The product appears to be made from safe and healthy grains. The addition of thiamine (vitamin B₁) is also beneficial for overall health.,Unknown,Unknown,Unknown
"HARINA DE TRIGO FORTIFICADA (NIACINA, HIERRO MONONITRATO DE  TIAMINA, RIBOFLAVINA Y ÁCIDO FÓLICO). FÉCULA DE MAÍZ LECHE ENTERA EN POLVO, SAL YODADA, GRASA DE RES, PIMIENTO ROJO DESHIDRATADO (3%). GLUTAMATO MONOSÓDICO, AZÚCAR, CEBOLLA EN POLVO, PROTEÍNA VEGETAL HIDROLIZADA; QUESO EN POLVO (1%). EXTRACTO DE LEVADURA, SABORIZANTE IDÉNTICO AL NATURAL,  INOSIANATO DISÓDICO, NUEZ MOSCADA Y COLORANTES NATURALES (CÚRCUMA Y CARAMELO CLASE IV). CONTIENE GLUTEN, LECHE Y NUEZ.","['HARINA DE TRIGO FORTIFICADA', 'FECULA DE MAÍZ LECHEREA EN POLVO']",[],"Overall, the product appears to be safe for consumption. However it is important to note that individuals with celiac disease or gluten sensitivity should avoid consuming this product as it contains Glutens.",Unknown,Unknown,Unknown
405 Weizenmehl Ausgewählte Welsensorten. schonend verarbelia Yo wanne geschout ist trocken teg Mtans haltbar b H Auch Verpackungsbere M n Discount sufoma & Dop Wate 1000g,"['Weizenmehl', 'Welsensorten']",[],"The ingredients appear to be safe for consumption. Weisenmehl is a common ingredient in baked goods and has been found to have no harmful effects when consumed moderately. Welsensorten are also generally considered safe, although some individuals may experience allergic reactions or digestive issues after consuming them.",Unknown,Unknown,Unknown
"potato powder (30%), sunflower oil, potato starch, modified starch (tapioca, potato), iodized salt, sugar, salt, yeast extract, emulsifier (soja lecithins), spice","['potato powder', 'sunflower oil']",[],"Overall, the product appears to be safe for consumption. However, it is important to note that excessive intake of salt and sugar can lead to high blood pressure and other health issues.",Unknown,Unknown,Unknown
"Amidon de blé, poudres à lever : carbonate acide de sodium - tartrate monopotassique.",[],[],Error: Expecting value: line 1 column 1 (char 0),Unknown,Unknown,Unknown
"EAU, _SOJA_ 18%, SEL, SUCRE, _FARINE DE _BLE_ TENDRE, COLORANT (E150), CONSERVATEUR (E202), EXHAUSTEURS DE GOUT (E621 ET E635).","['eau', '_sel']",[],"Overall, the ingredients appear to be safe for consumption. However, it is important to note that excessive intake of sugar and refined flour can lead to health issues such as obesity and type 2 diabetes.",Unknown,Unknown,Unknown
"Enriched wheat flour [ wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], corn syrup, sugar, high fructose corn syrup, palm oil, brown sugar, whey permeate. modified corn starch precooked yellow corn meal, salt, cinnamon, leavening (sodium aluminum phosphate, baking soda), color added, citric acid, potassium sorbate (a preservative), gelatin, soy lecithin, modified soy protein, vitamin a palmitate, reduced iron, niacinamide, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1).","['Enriched wheat flour', 'corn syrup']",[],"Overall, the product appears to be safe for consumption. However, it is important to note that high fructose corn syrup and palm oil are often associated with health concerns such as obesity, heart disease, diabetes, and other chronic conditions when consumed in excess.",Unknown,Unknown,Unknown
"Eau, jus de citron vert à base de concentré 25%, sucre, sirop de glucose de blé,sirop de glucose de blé en poudre, gélifiants (pectines, gomme Tara, gomme xanthane), protéine de pois hydrolysée, arôme naturel de citron vert 0,01%. Produit élaboré dans un atelier qui utilise: gluten, oeuf, soja, arachide, lait, fruits à Coque.","['Eau', 'jus de citron vert à base de concentré 25%']",[],"Overall, the product appears to be safe for consumption. However, individuals with allergies or sensitivities should check if they are sensitive to any of these ingredients before consuming.",Unknown,Unknown,Unknown
"Weizenmehl, Rapsöl, Salz, Meersalz (1,3 %), Gerstenmalzextrakt, Hefe, Säuteregulator: Natriumhydroxid. Kann Sesamsamen enthalten.","['Weizenmehl', 'Rapsöl']",[],"Overall, the product appears to be safe for consumption as all listed ingredients are commonly used in food products and do not have any known harmful effects. However, it's important to note that Sesamsamen could potentially cause an allergic reaction if consumed by someone who is sensitive or allergic to sesame seeds.",Unknown,Unknown,Unknown
"Wasser, Weizenvollkornmehl, Sojamahlerzeugnisse (19 %) (Sojamehl, Sojaschrot), Weizeneiweiß (12 %), Weizenvollkornmehl, Leinsaat braun, Sonnenblumenkerne, Sesam, Goldleinsaat, Hefe, Sojaeiweiß (2 %), Salz, Gerstensauermalzschrot, geröstetes Gerstenmalzmehl Saureregulator: Natriumdiacetat, Roggenvollkornmehl, Sauerunasmittel: Apfelsaure","['Wasser', 'Weizenvollkornmehl']",[],"Overall, the ingredients in this product appear to be safe for consumption. However, it's important to note that soybeans and wheat are common allergens, which may cause adverse reactions in some individuals.",Unknown,Unknown,Unknown
"Acqua, ceci 33%, verdure fresche 20% (cipolle, patate, carote, sedano 1%), olio extra vergine di oliva 2%, sale","['Acqua', 'ceci 33%']",[],"Overall, this product appears to be safe for consumption. The main ingredient is water which has no known harmful effects on health when consumed in moderation.",Unknown,Unknown,Unknown
"Fried pork skins, artificial vinegar flavor (malic acid, sodium acetate, lactose, fumaric acid), whey, salt, maltodextrin, spices, soybean oil, monosodium glutamate, hot sauce powder (chili pepper, salt, vinegar, garlic), malic acid, corn starch, corn syr",[],"['Fried pork skins', 'Artificial vinegar flavor (malic acid, sodium acetate, lactose, fumaric acid)', 'Maltodextrin']","<p>The product contains several ingredients that could have potential health risks. Fried pork skins are high in saturated fat and sodium which can lead to heart disease, stroke or hypertension if consumed regularly.</br>",Unknown,Unknown,Unknown
Espelta en copos*. (* Ingredientes procedentes de la agricultura ecológica).,['Espelta'],[],"The ingredient Esperta appears to be safe for consumption. It is a type of wheat grain that may have some nutritional benefits, such as being high in fiber and vitamins B6 and folate.",Unknown,Unknown,Unknown
Natriumhydrogencarbonat (E 500 ii).,[],['Natriumhydrodogenkarbona'],No specific health concerns found for these ingredients.,Unknown,Unknown,Unknown
"Water, Sugar, Fruit Juices from Concentrate (Apple 8%, Lime 5%), Acid (Citric Acid), Natural Lime and Mint Flavourings with other Natural Flavourings, Acidity Regulator (Sodium Citrate), Preservatives (Potassium Sorbate, Sodium Metabisulphite), Sweetener (Steviol Glycosides).","['Water', 'Fruit Juices from Concentrate']",[],"Overall, the ingredients appear to be safe for consumption. However, it is important to note that excessive intake of sugar and preservatives can lead to health problems such as obesity and tooth decay.",Unknown,Unknown,Unknown
"Karotten, Roter Radicchio, Zuckerhut, Rucola","['Karrot', 'Rotter Raddichio']",[],"Overall the given product seems to be safe for consumption. The Karotten and Roter Radicchio are both healthy vegetables that provide a good source of vitamins, minerals and fiber.",Unknown,Unknown,Unknown
"Pommes de terre 53% - jambon cuit supérieur fumé 22% (jambon de porc (porc origine : France) - eau - sel - arômes naturels - sirop de glucose - extrait d'épices - antioxydant : extrait de romarin - conservateur : E250) - eau - _emmental_ - _crème_ fraiche 3,1% - poudre de _lait_ entier - jaune d'_oeuf_ salé - amidon de tapioca - épaississants : gomme xanthane et gomme guar - oignon déshydraté - muscade 0,07% - poivre 0,025% - curcuma 0,007%.","['Pommes de terre', '_emmental_']",[],"Overall health assessment: The product contains a high amount of salt, which can lead to increased blood pressure and an elevated risk for heart disease. Additionally, the presence of preservatives (E250) may increase concerns about food safety.",Unknown,Unknown,Unknown
"Eau minérale naturelle, gaz carbonique. Source RENLAIGUE.","['Eau minéré naturelle', 'gaz carbonique']",[],"The product appears to be safe for consumption. Eaux minerales are a popular source of hydration and can provide electrolytes, while gas carbone is commonly used as an ingredient in carbonated drinks.",Unknown,Unknown,Unknown
"Légumes 49% : pomme de terre 39%, poireau 3,1%, oignon 3%, carotte, navet, petits pois ; farine de BLE, LAIT écrémé en poudre, exhausteur de goût : glutamate monosodique ; arômes (LAIT) dont arôme fromage, CREME en poudre (LAIT), sel, COMTE A.O.C. 3,2% (LAIT), huile de tournesol, ail, persil, curcuma, laurier, thym, extraits naturels de carotte et de CELERI ; antioxydant : BHA. Peut contenir des traces de : œuf, poisson, crustacés.","['Légumes', 'pomme de terre', 'poireau', 'oignon', 'carotte', 'navet', 'petits pois']",[],"Overall, this product appears to be safe for consumption. However, it may contain traces of eggs and fish due to the presence in some ingredients.",Unknown,Unknown,Unknown
"Eau gazéifiée, sucre, acidifiant: acide citrique; taurine (0,38%), régulateur d'acidité: citrate de sodium; caféine, édulcorant: sucralose; nicotinamide, arôme, vitamine B6","['Eau gazéifiée', 'sucre']",[],"Overall the ingredients in this product appear to be safe for consumption. However, it is important to note that excessive intake of caffeine and nicotinamide can lead to adverse health effects.",Unknown,Unknown,Unknown
"Bebida de avena (78,7%) [agua, extracto de avena (15%)] albaricoque (7,8%), azúcar, almidones modificados, aceite vegetal: ver lote (G (Girasol), N (Nabina), zumo de limón, aroma natural, colorante (carotenos).","['agua', 'extracto de avena']",[],"<p>Overall health assessment: The product contains water and oat extract, which are both safe for consumption. However, it also includes modified cornstarch as an additive, which may cause allergic reactions in some individuals.</p>",Unknown,Unknown,Unknown
"Milk, water, cream, sugar, salt, sodium phosphate, natural flavor.","['Milk', 'Water']",[],"Overall this product appears to be safe for consumption as it contains only two ingredients, milk and water. However, individuals with lactose intolerance may need to avoid the ingredient 'Milk'.",Unknown,Unknown,Unknown
"50% Früchte (Sauerkirschen, Schwarze und Rote Johannisbeeren, Himbeeren), Wasser, Zucker, modifizierte Stärke, Stärke, Verdickungsmittel (Xanthan, Johannisbrotkernmehl)","['50% Früchte', 'Wasser']",[],"Overall the ingredients seem to be safe for consumption. However, it is important to note that some people may have allergies or intolerances to certain fruits such as strawberries and raspberries.",Unknown,Unknown,Unknown
Lait pasteurisé 92% (origine : France) - crème pasteurisée 6% (origine : France) - sel - ferments lactiques - coagulant microbien ou présure animale.,"['Lait pasteurisé', 'crème pasteurisée']",[],"The product contains lait and crème, both of which are safe to consume. The presence of ferments lactiques indicates that the milk has been treated with bacteria cultures for acidification or other purposes, but this is not harmful if done correctly in a pasteurized environment.",Unknown,Unknown,Unknown
"Water, Skimmed Milk Concentrate, Concentrated Milk Protein, MILK CHOCOLATE (6%) (Sugar, Whole Milk Powder, Cocoa Butter*, Cocoa Mass*, Skimmed Milk Powder, Emulsifiers: Lecithins (Sunflower), Lecithins (Soya); Salt, Flavouring), Fat Reduced Cocoa Powder*, Sugar, Modified Maize Starch, Flavouring (contains Milk), Sweeteners: Aspartame, Acesulfame K.","['Water', 'Concentrated Milk Protein']",[],"Overall the ingredients seem safe to consume, but it's important for individuals with allergies or intolerances of certain components such as milk and soy lecithins to be cautious. The use of sweeteners like Aspartame may raise concerns in some people due to their potential side effects.",Unknown,Unknown,Unknown
Luomu täysjyvädurumvehnä (EU).,[],['Luomu'],The ingredient 'luomu' is not safe for consumption. It may cause allergic reactions in some people.,Unknown,Unknown,Unknown
"potatoes, vegetable oil (contains one or more of the following: corn, sunflower, or canola oil), salt.","['potatoes', 'vegetable oil']",[],"Overall the product appears to be safe for consumption, however it is important to note that excessive salt intake can lead to high blood pressure and other health issues. It's always a good idea to consume these products in moderation.",Unknown,Unknown,Unknown
Hartweizengrieẞ*. *aus kontrolliert ökologischer Landwirtschaft Das Produkt kann Spuren von Senf und Soja enthalten.,"['Hartweg', 'Griess']",[],"The product contains controlled organic Hartweizengrieẞ and may contain traces of soy. However, there are no known harmful effects associated with these ingredients.",Unknown,Unknown,Unknown
Miel de Midi-Pyrénées,['Miel'],[],The ingredient appears to be safe for consumption.,Unknown,Unknown,Unknown
"Socker, palmolja, kakaosmör, _skummjölkspulver_ 7 %, _hasselnötter_, vasslepulver (_mjölk_), kakaomassa, glukossirap, _smörfett_, sockrad kondenserad _skummjölk_, fuktighetsbevarande medel (glycerol), emulgeringsmedel (_sojalecitin_, solroslecitin), invertsocker, karamelliserad sockersirap 0,4 %, _hasselnötsmassa_, aromer, salt.","['Soker', '_skummjölkspulver_\t7 %']",[],"<p>Overall, the ingredients in this product appear to be safe for consumption. However, it is important to note that excessive intake of sugar can lead to health problems such as obesity and type II diabetes.</p>",Unknown,Unknown,Unknown
"Cukier, tłuszcz kakaowy, _mleko_ w proszku odtłuszczone, miazga kakaowa, serwatka w proszku (_z mleka_), tłuszcz _mleczny_, emulgator: lecytyny (z _soi_), ekstrakt z wanilii.","['Cukier', '_tłaszcza mielany kakaowa']",[],"Overall, the product appears to be safe for consumption. However, it is important to note that excessive intake of sugar can lead to health issues such as obesity and tooth decay.",Unknown,Unknown,Unknown
"enriched long grain parboiled rice (rice, iron, niacin, thiamine mononitrate, folic acid), salt, whey (milk), buttermilk, parmesan cheese (part skim milk, cheese cultures, salt, enzymes), garlic powder, yeast extract, palm oil, romano cheese (part-skim cow's milk, cheese cultures, salt, enzymes), spices (including chili pepper, black pepper, red pepper, turmeric), onion powder, chicken, sugar, sodium caseinate, natural flavor & brown sugar. zatarain's new orleans, la 70114 2023 zatarain's bioen ngine","['rice', 'whey (milk)', 'buttermilk']",[],"Overall, the ingredients seem to be safe for consumption. However, it's important to note that sodium caseinate and natural flavor may cause allergic reactions in some people.",Unknown,Unknown,Unknown
"Glukosesirup, sukker, surhetsregulerende middel e330, aroma, fargestoff (e100, e150a, e160c)","['Glukosesirup', 'sukker']",[],"Overall, the product appears to be safe for consumption. However, it is important to note that excessive intake of sugar can lead to health issues such as obesity and tooth decay.",Unknown,Unknown,Unknown
"Sahnejoghurt mild, Zucker, Pfirsiche, Maracujasaft aus Maracujasaftkonzentrat, modifizierte Stärke, Säureregulatoren (Citronensäure, Natriumcitrate), natürliches Aroma.","['Sahnejoghurt mild', 'Zucker']",[],"The ingredients appear to be safe for consumption, with the exception of Modifizierte Stärke which is a processed ingredient and may have potential health concerns. It's always recommended to consume food in moderation.",Unknown,Unknown,Unknown
"Water, potato flakes (potatoes, mono and diglycerides of fatty acids, diphosphate, citric acid, ascorbyl palmitate and ascorbic acid), wheat flour, cornstarch, semolina, 2% or less of salt, nonfat dry milk, citric acid, sorbic acid.","['Water', 'Wheat Flour']",[],Overall the ingredients seem safe to consume.,Unknown,Unknown,Unknown
"Céréale 50,7 % (farine de BLE 35 %, farine de BLE complète 15,7 %), sucre, huiles végétales (palme, colza), cacao maigre en poudre 4,5 %, sirop de glucose, amidon de BLÉ, poudre à lever (carbonate acide d'ammonium, carbonate acide de sodium, diphosphate disodique), émulsifiants (lécithine de SOJA, lécithine de tournesol), sel, LAIT écrémé en poudre, lactose et protéines de LAIT, arômes.","['Céréale 50%', 'farine de BLE complète']",[],"Overall, the product appears to be safe for consumption. However, individuals with allergies or intolerances should check if they are sensitive to any of these ingredients before consuming.",Unknown,Unknown,Unknown
"Semoule de bié (GLUTEN), Tomate, poivron vert, Pomme, Oignon, Persil frisé, Menthe, Huile d'olive vierge extra, Jus de citron, sel.","['Semoule de bié (GLUTEN)', 'Tomate', 'poivron vert', 'Pomme']",[],All ingredients are safe for consumption.,Unknown,Unknown,Unknown
"Filets de caille 50 %, viande de porc, _pistache_ 3 %, oignons, vin blanc, porto, sel, épices, sucre, poivre, muscade.","['Filets de caille', 'viande de porc']",['pistache'],The product contains some safe and potentially harmful ingredients.,Unknown,Unknown,Unknown
"Boulghour de blé (gluten) cuit 48% [eau, boulghour de blé (gluten) 19,2%], courgette grillée 14,4%, pois chiche réhydraté 14,4% (eau, pois chiche 6,2%), tomate cerise 8%, eau, crème fraîche liquide légère (lait) 3,5%, huile d'olive vierge extra 2,8%, épices raz-el-hanout O,7%, jus de citron 0,5%, sel, purée d'ail, amidon de mais. Convient aux végétariens (régime lacto-ovo-végétarien)","['eau', 'boulghour de blé cuit 48%']",[],"Overall, the ingredients appear to be safe for consumption. However, individuals with celiac disease or gluten sensitivity should exercise caution as boulghour contains wheat (gluten).",Unknown,Unknown,Unknown
"Potato starch, sugar, salt, vegetable powder (chinese cabbage extract, dextrin), shiitake powder, dehydrated soy sauce (wheat, soybeans, maltodextrin, salt), dried tofu, dried carrot, dried green onion, dried shiitake, onion powder, ginger powder, citric acid, dehydrated miso (soybeans, rice, salt), chili pepper, white pepper, star anis",[],[],Error: Expecting value: line 1 column 1 (char 0),Unknown,Unknown,Unknown
"_camembert_ 60% (contient _lait_) - _lait_ écrémé reconstitué - _beurre_ - sels de fonte : e339, e452 - correcteur d'acidité : acide citrique - conservateur : sorbate de potassium - colorant : caroténoïdes. traces d'_oeufs_.","['lait', '_camembert']",[],"Overall, the product appears to be safe for consumption. However, individuals who are allergic or intolerant of dairy products should exercise caution when consuming this item.",Unknown,Unknown,Unknown
